customer_id,months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,insured_sex,capital-gains,capitalloss,incident_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model
10354,475,57,OH,500,1216.56,MALE,67400,83200,Single Vehicle Collision,Minor Damage,Police,20,1,?,0,2,NO,78000,6500,13000,58500,Forrestor
10355,77,27,IN,2000,966.26,FEMALE,56400,32800,Multi-vehicle Collision,Minor Damage,Ambulance,1,3,YES,0,0,?,67200,6720,6720,53760,Passat
10356,256,43,OH,500,1203.17,FEMALE,56700,65600,Single Vehicle Collision,Total Loss,Fire,11,1,NO,0,0,?,63250,11500,5750,46000,Ultima
10357,229,37,IL,2000,1212.12,FEMALE,65600,0,Multi-vehicle Collision,Major Damage,Other,14,3,YES,1,1,YES,68760,11460,5730,51570,Fusion
10358,110,28,OH,1000,1573.93,MALE,30400,0,Multi-vehicle Collision,Minor Damage,Police,20,3,YES,0,2,?,65040,10840,10840,43360,Impreza
10359,177,33,IL,1000,1609.67,MALE,0,13200,Single Vehicle Collision,Major Damage,Ambulance,22,1,?,1,3,?,82800,20700,13800,48300,Grand Cherokee
10360,292,44,OH,500,1097.57,MALE,0,0,Single Vehicle Collision,Total Loss,Other,12,1,NO,1,0,YES,61700,6170,6170,49360,93
10361,451,61,IN,2000,1618.65,FEMALE,0,42600,Multi-vehicle Collision,Major Damage,Ambulance,3,3,YES,2,1,YES,78100,15620,7810,54670,Tahoe
10362,61,24,IN,500,922.67,FEMALE,47400,0,Multi-vehicle Collision,Major Damage,Ambulance,15,3,YES,2,1,?,65520,9360,9360,46800,Highlander
10363,150,30,IN,1000,1342.02,MALE,0,0,Parked Car,Trivial Damage,None,8,1,YES,0,2,NO,4500,450,450,3600,93
10364,283,41,OH,500,1195.01,FEMALE,60700,54300,Multi-vehicle Collision,Major Damage,Other,13,3,NO,0,2,?,42700,0,6100,36600,ML350
10365,291,46,OH,1000,994.74,FEMALE,0,55300,Parked Car,Minor Damage,Police,8,1,NO,2,2,YES,5580,620,620,4340,Passat
10366,162,31,IN,1000,1050.24,FEMALE,30700,0,Parked Car,Minor Damage,None,7,1,?,0,0,NO,3600,360,720,2520,X5
10367,154,36,IL,2000,1313.51,FEMALE,68500,0,Vehicle Theft,Trivial Damage,None,9,1,?,2,0,?,2800,280,280,2240,Passat
10368,289,47,OH,2000,1102.29,FEMALE,73000,37900,Single Vehicle Collision,Minor Damage,Ambulance,15,1,NO,1,0,YES,54000,6000,6000,42000,Highlander
10369,10,19,IN,1000,1185.78,FEMALE,0,60700,Single Vehicle Collision,Minor Damage,Police,5,1,?,0,2,?,48950,4450,8900,35600,TL
10370,309,47,IL,500,1527.95,MALE,69400,0,Multi-vehicle Collision,Major Damage,Other,15,4,YES,0,1,?,77800,15560,15560,46680,RAM
10371,396,57,IN,1000,1366.39,MALE,0,22400,Multi-vehicle Collision,Major Damage,Other,22,3,YES,2,1,NO,52560,11680,5840,35040,93
10372,273,41,OH,1000,1403.9,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Police,16,2,?,1,2,YES,44110,4010,8020,32080,Accord
10373,129,30,IL,2000,927.23,FEMALE,51500,0,Single Vehicle Collision,Total Loss,Other,7,1,NO,1,3,?,74360,13520,6760,54080,Forrestor
10374,140,31,OH,2000,1554.86,FEMALE,59000,0,Parked Car,Minor Damage,None,2,1,YES,1,2,?,6120,680,680,4760,Civic
10375,419,53,IL,2000,736.07,MALE,45700,0,Multi-vehicle Collision,Minor Damage,Police,17,4,?,0,0,YES,62280,5190,10380,46710,Forrestor
10376,315,44,IL,1000,974.16,FEMALE,0,56800,Multi-vehicle Collision,Total Loss,Other,12,3,?,1,0,YES,26730,4860,4860,17010,Jetta
10377,72,29,OH,500,973.8,FEMALE,0,85900,Single Vehicle Collision,Major Damage,Ambulance,9,1,?,1,0,NO,66200,6620,6620,52960,Neon
10378,32,26,OH,2000,1260.32,MALE,0,79800,Single Vehicle Collision,Total Loss,Fire,16,1,?,1,2,?,45500,9100,4550,31850,Corolla
10379,230,41,IN,1000,1464.03,MALE,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,19,3,?,2,0,?,53040,4420,4420,44200,A3
10380,157,32,OH,2000,617.11,MALE,0,54100,Multi-vehicle Collision,Major Damage,Other,14,3,?,1,2,NO,50800,10160,5080,35560,E400
10381,265,41,IN,2000,1724.46,FEMALE,81800,0,Multi-vehicle Collision,Total Loss,Police,18,3,?,1,3,?,44200,4420,4420,35360,A5
10382,47,34,IL,500,1161.31,FEMALE,64800,24300,Single Vehicle Collision,Minor Damage,Police,23,1,YES,1,3,?,62920,11440,5720,45760,Malibu
10383,113,29,OH,2000,1091.73,MALE,36100,42300,Multi-vehicle Collision,Minor Damage,Other,15,3,?,0,2,YES,49950,5550,5550,38850,Ultima
10384,289,46,IL,2000,1209.07,MALE,0,0,Single Vehicle Collision,Minor Damage,Ambulance,18,1,YES,0,1,YES,56430,6270,6270,43890,3 Series
10385,254,41,IL,2000,1241.04,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Police,16,1,NO,2,2,YES,100210,18220,18220,63770,A5
10386,115,30,OH,500,1757.21,MALE,46400,0,Multi-vehicle Collision,Minor Damage,Fire,12,3,NO,1,0,YES,49140,5460,5460,38220,F150
10387,236,38,OH,1000,802.24,FEMALE,0,62500,Single Vehicle Collision,Major Damage,Ambulance,16,1,NO,0,1,?,66840,16710,5570,44560,E400
10388,7,21,IN,1000,1342.72,MALE,0,45300,Single Vehicle Collision,Total Loss,Other,21,1,?,1,2,?,62460,6940,6940,48580,Accord
10389,208,36,OH,2000,1209.41,MALE,0,0,Multi-vehicle Collision,Total Loss,Other,15,3,YES,0,1,?,62810,11420,11420,39970,Ultima
10390,126,33,OH,1000,1141.71,FEMALE,36700,73400,Single Vehicle Collision,Major Damage,Ambulance,21,1,YES,1,2,?,54160,6770,6770,40620,Legacy
10391,48,35,IL,500,1090.03,FEMALE,0,51000,Single Vehicle Collision,Major Damage,Ambulance,1,1,YES,0,2,NO,48400,9680,4840,33880,92x
10392,297,48,IN,1000,1464.73,MALE,54900,36700,Multi-vehicle Collision,Total Loss,Fire,17,3,?,0,0,NO,51480,5720,5720,40040,Highlander
10393,160,36,OH,1000,1118.58,FEMALE,0,36600,Multi-vehicle Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,5170,10340,36190,95
10394,406,58,OH,2000,1117.04,MALE,0,42700,Multi-vehicle Collision,Total Loss,Other,15,3,?,1,2,?,65520,10920,5460,49140,Jetta
10395,157,31,IN,500,1257.83,MALE,40700,41600,Multi-vehicle Collision,Major Damage,Other,2,4,NO,2,2,NO,47700,4770,9540,33390,TL
10396,146,31,OH,2000,1082.72,FEMALE,61400,57500,Vehicle Theft,Minor Damage,None,3,1,YES,2,0,NO,5220,580,580,4060,MDX
10397,409,57,IN,1000,1191.8,MALE,55600,0,Single Vehicle Collision,Major Damage,Other,19,1,NO,1,0,?,73320,6110,12220,54990,Fusion
10398,252,46,IN,1000,1242.02,MALE,0,28800,Single Vehicle Collision,Minor Damage,Fire,17,1,YES,0,2,YES,74900,14980,7490,52430,Grand Cherokee
10399,6,27,OH,500,1075.71,FEMALE,0,47400,Vehicle Theft,Trivial Damage,Police,7,1,?,0,1,YES,3190,580,290,2320,95
10400,103,33,IN,1000,969.88,MALE,0,0,Single Vehicle Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,76920,12820,6410,57690,Malibu
10401,369,53,OH,2000,1459.93,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Police,10,2,YES,1,3,NO,77990,7090,14180,56720,Wrangler
10402,261,46,IL,1000,1245.61,MALE,0,0,Single Vehicle Collision,Total Loss,Fire,11,1,YES,1,0,?,59670,9180,9180,41310,Escape
10403,159,33,IN,2000,1462.76,FEMALE,69200,36900,Multi-vehicle Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,44880,8160,4080,32640,C300
10404,344,51,IN,2000,1398.46,MALE,0,0,Single Vehicle Collision,Minor Damage,Ambulance,14,1,?,0,2,NO,82830,7530,15060,60240,A5
10405,437,60,OH,1000,1269.64,FEMALE,48800,0,Single Vehicle Collision,Minor Damage,Other,10,1,NO,1,3,NO,84480,7680,15360,61440,Silverado
10406,65,30,IN,500,1455.65,FEMALE,0,66300,Multi-vehicle Collision,Total Loss,Fire,6,3,?,2,3,NO,79800,15960,7980,55860,Civic
10407,280,41,OH,2000,1140.31,MALE,29300,64700,Multi-vehicle Collision,Minor Damage,Police,10,3,?,0,3,YES,53020,9640,9640,33740,Corolla
10408,269,45,IN,500,1330.46,FEMALE,54800,64100,Multi-vehicle Collision,Total Loss,Police,5,3,?,0,0,NO,24200,2200,4400,17600,Forrestor
10409,275,40,OH,2000,1190.6,MALE,0,45300,Single Vehicle Collision,Minor Damage,Fire,17,1,?,1,3,YES,43230,7860,7860,27510,Silverado
10410,265,45,OH,500,972.5,FEMALE,0,0,Vehicle Theft,Trivial Damage,None,3,1,NO,2,3,NO,3190,290,580,2320,Escape
10411,283,43,IN,2000,1161.91,FEMALE,0,50400,Parked Car,Minor Damage,None,9,1,?,0,3,NO,5850,1300,650,3900,M5
10412,84,29,OH,1000,1117.17,FEMALE,0,29900,Parked Car,Trivial Damage,Police,6,1,YES,2,0,YES,6820,620,1240,4960,3 Series
10413,247,44,OH,2000,1101.51,FEMALE,64000,0,Multi-vehicle Collision,Minor Damage,Fire,22,3,NO,2,2,NO,69480,11580,11580,46320,Tahoe
10414,56,29,IL,1000,1523.17,MALE,0,0,Multi-vehicle Collision,Major Damage,Fire,10,3,?,1,2,YES,94560,7880,15760,70920,Grand Cherokee
10415,210,39,OH,1000,984.45,MALE,0,0,Vehicle Theft,Minor Damage,None,4,1,YES,1,2,?,7800,780,780,6240,RAM
10416,108,32,OH,2000,1257,FEMALE,63900,43700,Single Vehicle Collision,Total Loss,Other,23,1,NO,1,3,NO,61270,5570,11140,44560,Legacy
10417,328,49,OH,500,1434.51,FEMALE,0,0,Single Vehicle Collision,Total Loss,Police,19,1,?,0,2,YES,71440,8930,8930,53580,ML350
10418,186,37,OH,2000,1628,FEMALE,0,0,Single Vehicle Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,55600,11120,5560,38920,Grand Cherokee
10419,277,44,IN,500,1412.31,MALE,0,0,Vehicle Theft,Trivial Damage,Police,6,1,NO,1,3,NO,5000,1000,500,3500,Wrangler
10420,138,33,IL,500,1362.87,FEMALE,56900,56900,Single Vehicle Collision,Minor Damage,Other,6,1,NO,2,0,?,95810,14740,14740,66330,X5
10421,208,41,IN,1000,1134.68,FEMALE,0,0,Single Vehicle Collision,Major Damage,Ambulance,18,1,NO,2,2,?,69300,6930,13860,48510,Jetta
10422,147,37,IN,1000,1306.78,MALE,0,0,Single Vehicle Collision,Total Loss,Ambulance,22,1,?,1,0,NO,81120,13520,20280,47320,Camry
10423,8,21,IN,500,1021.9,MALE,0,0,Single Vehicle Collision,Major Damage,Other,21,1,?,0,0,?,91260,14040,14040,63180,Corolla
10424,297,48,IN,1000,1538.6,FEMALE,0,54700,Single Vehicle Collision,Minor Damage,Fire,12,1,?,0,0,?,60600,6060,12120,42420,Fusion
10425,150,31,IN,1000,1354.5,MALE,52800,0,Multi-vehicle Collision,Major Damage,Ambulance,6,3,?,0,3,YES,64800,6480,12960,45360,Forrestor
10426,4,34,OH,500,1282.93,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Police,0,4,?,0,0,?,66880,6080,12160,48640,Silverado
10427,210,35,IL,1000,1346.27,MALE,44900,91400,Single Vehicle Collision,Total Loss,Ambulance,11,1,NO,0,2,?,58200,5820,5820,46560,X5
10428,91,31,IN,1000,1338.4,FEMALE,63600,0,Single Vehicle Collision,Minor Damage,Police,19,1,?,1,0,NO,60570,6730,6730,47110,Maxima
10429,167,36,IL,1000,949.44,FEMALE,0,38400,Multi-vehicle Collision,Major Damage,Ambulance,22,3,?,0,0,NO,69680,8710,8710,52260,ML350
10430,467,58,IN,2000,977.4,MALE,82200,0,Single Vehicle Collision,Total Loss,Fire,2,1,YES,2,3,NO,55700,5570,11140,38990,Maxima
10431,264,47,IN,2000,1181.46,FEMALE,0,67400,Multi-vehicle Collision,Total Loss,Ambulance,16,4,YES,1,2,YES,62370,5670,5670,51030,Neon
10432,270,45,OH,500,1187.53,FEMALE,83200,53300,Multi-vehicle Collision,Total Loss,Other,23,3,?,0,0,YES,54340,9880,0,44460,92x
10433,310,48,OH,1000,845.16,FEMALE,0,0,Single Vehicle Collision,Major Damage,Police,21,1,YES,1,0,NO,55170,6130,6130,42910,A5
10434,143,34,IL,500,1442.27,MALE,67900,0,Single Vehicle Collision,Minor Damage,Other,10,1,?,2,3,YES,58500,11700,5850,40950,RAM
10435,146,32,OH,2000,1276.43,MALE,0,0,Single Vehicle Collision,Major Damage,Fire,12,1,?,0,3,?,59940,6660,6660,46620,CRV
10436,102,28,OH,500,1075.41,MALE,55200,0,Single Vehicle Collision,Total Loss,Police,6,1,NO,1,0,NO,73400,7340,7340,58720,Neon
10437,61,23,IL,500,1111.72,MALE,54600,0,Single Vehicle Collision,Major Damage,Fire,6,1,?,1,2,?,41850,4650,4650,32550,Legacy
10438,255,44,OH,2000,814.96,FEMALE,68500,0,Parked Car,Trivial Damage,Police,7,1,?,2,2,NO,6400,640,1280,4480,ML350
10439,211,40,IL,1000,1575.86,FEMALE,0,0,Vehicle Theft,Trivial Damage,Police,3,1,NO,1,1,NO,3190,580,290,2320,A5
10440,61,29,IN,1000,1115.27,MALE,0,66000,Parked Car,Trivial Damage,None,10,1,YES,2,1,YES,5900,590,590,4720,Pathfinder
10441,108,31,IN,2000,1175.7,MALE,0,0,Single Vehicle Collision,Total Loss,Fire,14,1,NO,0,2,NO,57330,6370,6370,44590,Neon
10442,303,50,OH,500,793.15,MALE,54600,45500,Multi-vehicle Collision,Total Loss,Other,17,3,NO,0,3,NO,81960,13660,13660,54640,Neon
10443,152,33,IN,500,942.51,FEMALE,0,0,Single Vehicle Collision,Major Damage,Fire,16,1,YES,0,0,?,70400,6400,19200,44800,Legacy
10444,120,34,IN,1000,1056.71,FEMALE,77900,0,Parked Car,Minor Damage,None,3,1,NO,2,1,?,3770,580,580,2610,Grand Cherokee
10445,144,36,IN,2000,1255.68,FEMALE,23600,15600,Parked Car,Minor Damage,None,7,1,NO,0,0,?,7400,740,1480,5180,Neon
10446,414,52,IN,500,1335.13,FEMALE,44000,71000,Single Vehicle Collision,Total Loss,Police,13,1,YES,1,1,?,54810,6090,6090,42630,Silverado
10447,163,37,IN,500,1178.95,FEMALE,0,67300,Single Vehicle Collision,Total Loss,Fire,20,1,YES,2,3,YES,49400,4940,9880,34580,Wrangler
10448,352,53,IL,500,1793.16,MALE,0,0,Single Vehicle Collision,Minor Damage,Fire,23,1,YES,2,2,NO,68750,12500,6250,50000,Malibu
10449,27,32,OH,500,1008.38,FEMALE,37900,0,Single Vehicle Collision,Total Loss,Ambulance,11,1,NO,1,0,?,61500,12300,6150,43050,Neon
10450,239,39,IL,500,1396.83,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Ambulance,0,4,?,0,3,NO,76890,6990,13980,55920,X6
10451,33,32,OH,500,1402.78,FEMALE,70300,50300,Single Vehicle Collision,Minor Damage,Ambulance,2,1,YES,0,1,?,56070,6230,12460,37380,Camry
10452,88,30,IN,1000,1437.88,FEMALE,42800,51200,Single Vehicle Collision,Total Loss,Fire,3,1,NO,2,0,YES,56000,14000,0,42000,Malibu
10453,101,33,IL,1000,1313.64,FEMALE,12100,0,Parked Car,Trivial Damage,None,3,1,YES,1,0,NO,4290,780,390,3120,A3
10454,20,37,IL,500,1482.14,FEMALE,33000,43600,Multi-vehicle Collision,Total Loss,Other,15,3,?,2,1,NO,60750,6750,6750,47250,Forrestor
10455,126,30,IL,2000,1171.75,FEMALE,46500,42700,Single Vehicle Collision,Minor Damage,Other,23,1,?,2,3,NO,48730,4430,4430,39870,Malibu
10456,264,43,IL,2000,1353.33,MALE,0,8500,Multi-vehicle Collision,Minor Damage,Police,9,3,YES,2,0,NO,95150,17300,17300,60550,Escape
10457,78,24,IN,500,1175.51,MALE,0,0,Vehicle Theft,Minor Damage,Police,20,1,?,0,1,YES,7480,680,680,6120,Neon
10458,123,28,IL,2000,1836.02,MALE,38000,41200,Single Vehicle Collision,Major Damage,Ambulance,5,1,?,2,1,YES,79800,13300,6650,59850,Passat
10459,347,51,OH,500,1480.79,FEMALE,0,12100,Single Vehicle Collision,Total Loss,Other,15,1,YES,0,2,?,103560,8630,17260,77670,Wrangler
10460,163,38,IN,2000,1453.92,FEMALE,51700,0,Single Vehicle Collision,Minor Damage,Ambulance,13,1,YES,2,3,?,79500,15900,7950,55650,MDX
10461,271,44,OH,500,1340.71,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Other,16,1,NO,2,2,NO,76230,6930,13860,55440,Passat
10462,410,54,IL,2000,714.03,MALE,0,17000,Single Vehicle Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,9920,9920,39680,Accord
10463,448,57,IL,2000,1376.16,FEMALE,38600,50300,Multi-vehicle Collision,Major Damage,Police,10,3,NO,2,1,?,47760,5970,5970,35820,Impreza
10464,218,41,IL,500,914.22,MALE,37900,72900,Multi-vehicle Collision,Total Loss,Police,14,3,NO,2,0,NO,84590,15380,7690,61520,93
10465,43,38,OH,1000,1601.47,MALE,64400,0,Multi-vehicle Collision,Total Loss,Other,1,3,YES,2,2,?,61650,6850,6850,47950,Ultima
10466,33,33,IL,1000,1096.79,FEMALE,45500,60600,Single Vehicle Collision,Major Damage,Police,16,1,?,2,1,?,81400,8140,8140,65120,M5
10467,126,34,IN,2000,1078.22,FEMALE,54500,0,Multi-vehicle Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,10620,5310,42480,Tahoe
10468,411,56,IL,1000,1595.28,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Ambulance,23,3,?,0,0,?,38610,3510,3510,31590,Passat
10469,225,37,OH,1000,1217.84,FEMALE,49600,0,Multi-vehicle Collision,Minor Damage,Fire,19,3,?,2,2,NO,57600,9600,9600,38400,Passat
10470,35,35,IL,2000,1117.42,FEMALE,0,51900,Multi-vehicle Collision,Minor Damage,Fire,23,3,NO,2,2,NO,53190,5910,11820,35460,Jetta
10471,460,57,OH,2000,1567.37,FEMALE,62500,0,Single Vehicle Collision,Major Damage,Other,10,1,?,2,3,NO,58300,5830,11660,40810,Maxima
10472,195,38,IL,2000,1294.93,MALE,38000,50300,Multi-vehicle Collision,Minor Damage,Ambulance,12,3,YES,1,2,NO,64620,7180,0,57440,Neon
10473,360,51,IL,1000,1152.12,MALE,0,62400,Multi-vehicle Collision,Total Loss,Ambulance,15,3,NO,2,0,YES,90480,15080,15080,60320,X6
10474,300,49,IL,1000,1441.21,FEMALE,0,0,Vehicle Theft,Trivial Damage,None,3,1,NO,1,0,NO,7080,1180,1180,4720,Maxima
10475,245,42,IL,1000,1575.74,MALE,0,68900,Parked Car,Minor Damage,Police,19,1,?,2,2,?,6490,590,1180,4720,Camry
10476,146,36,OH,2000,1233.96,FEMALE,34500,60600,Multi-vehicle Collision,Total Loss,Police,16,3,NO,1,1,NO,55900,5590,5590,44720,Ultima
10477,67,29,IL,1000,1861.43,MALE,60400,67800,Single Vehicle Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,6380,6380,51040,92x
10478,380,56,OH,1000,1570.86,MALE,66000,0,Single Vehicle Collision,Total Loss,Police,10,1,?,0,1,YES,58160,7270,7270,43620,95
10479,389,53,IL,2000,791.47,MALE,0,0,Vehicle Theft,Minor Damage,Police,6,1,NO,1,2,NO,6300,630,1260,4410,C300
10480,317,46,IN,1000,1012.78,MALE,43700,0,Single Vehicle Collision,Major Damage,Fire,18,1,NO,2,1,NO,104610,19020,19020,66570,ML350
10481,264,44,IL,500,1047.06,MALE,0,0,Multi-vehicle Collision,Major Damage,Fire,20,3,NO,0,2,NO,69850,12700,6350,50800,Fusion
10482,20,21,OH,1000,1390.29,FEMALE,0,41200,Single Vehicle Collision,Minor Damage,Fire,14,1,NO,0,0,?,62900,12580,6290,44030,MDX
10483,116,30,IN,500,951.46,MALE,0,35500,Multi-vehicle Collision,Major Damage,Other,8,3,NO,0,3,?,59670,6630,6630,46410,Passat
10484,222,40,IL,1000,1226.78,MALE,49600,49200,Multi-vehicle Collision,Minor Damage,Other,17,2,YES,2,0,?,81500,16300,8150,57050,3 Series
10485,439,56,OH,500,1280.9,MALE,48900,40900,Single Vehicle Collision,Minor Damage,Ambulance,9,1,NO,2,0,?,50000,15000,5000,30000,Wrangler
10486,66,28,IN,2000,1472.77,MALE,0,31700,Single Vehicle Collision,Total Loss,Other,0,1,?,2,1,?,48290,8780,8780,30730,Maxima
10487,128,29,OH,1000,1878.44,MALE,0,76000,Single Vehicle Collision,Total Loss,Fire,2,1,NO,0,0,?,59070,5370,5370,48330,Malibu
10488,69,24,IN,500,1418.5,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Police,23,3,?,0,0,NO,63300,12660,6330,44310,RAM
10489,294,46,IL,500,1532.8,MALE,0,0,Single Vehicle Collision,Total Loss,Other,8,1,NO,0,3,YES,65780,11960,11960,41860,ML350
10490,19,29,OH,500,1304.35,MALE,0,0,Multi-vehicle Collision,Total Loss,Ambulance,6,3,NO,0,2,?,75400,11600,11600,52200,Neon
10491,191,33,OH,2000,1551.61,MALE,45000,30400,Vehicle Theft,Minor Damage,None,3,1,YES,1,1,NO,2250,250,250,1750,Corolla
10492,4,39,IL,1000,1326.98,FEMALE,64200,0,Multi-vehicle Collision,Minor Damage,Ambulance,14,3,YES,1,3,?,54120,4510,9020,40590,Grand Cherokee
10493,298,49,OH,500,862.92,MALE,0,71700,Multi-vehicle Collision,Major Damage,Other,16,3,NO,0,2,NO,69480,11580,11580,46320,95
10494,231,43,IN,2000,1331.69,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Police,12,1,?,1,2,NO,66950,10300,10300,46350,Malibu
10495,338,47,OH,2000,1486.04,FEMALE,0,56200,Multi-vehicle Collision,Major Damage,Other,1,3,NO,2,3,?,64100,12820,6410,44870,RAM
10496,261,46,IN,1000,870.55,MALE,0,49400,Single Vehicle Collision,Minor Damage,Other,19,1,?,0,3,?,80280,13380,13380,53520,Tahoe
10497,321,44,IL,2000,1344.56,MALE,0,39100,Vehicle Theft,Trivial Damage,Police,7,1,?,1,2,NO,4680,520,0,4160,MDX
10498,0,32,OH,1000,1377.04,MALE,61400,41100,Multi-vehicle Collision,Minor Damage,Ambulance,6,4,?,1,1,NO,39720,6620,6620,26480,MDX
10499,405,58,IL,500,1237.88,MALE,0,46900,Single Vehicle Collision,Major Damage,Police,11,1,?,0,0,?,63580,5780,5780,52020,ML350
10500,304,49,IN,1000,1525.86,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Other,2,1,YES,1,1,YES,73370,13340,6670,53360,95
10501,1,29,OH,500,854.58,FEMALE,52200,0,Single Vehicle Collision,Minor Damage,Police,15,1,?,2,3,YES,86790,7890,23670,55230,CRV
10502,26,39,IN,1000,770.76,MALE,0,53700,Single Vehicle Collision,Major Damage,Police,0,1,NO,0,2,?,49800,9960,4980,34860,ML350
10503,202,38,IL,2000,1132.74,FEMALE,0,37500,Single Vehicle Collision,Major Damage,Other,12,1,YES,1,1,NO,77440,7040,14080,56320,Ultima
10504,289,48,IL,500,1173.37,FEMALE,0,42700,Single Vehicle Collision,Total Loss,Other,1,1,?,1,0,?,42900,8580,0,34320,TL
10505,61,26,OH,2000,1188.28,FEMALE,0,53800,Multi-vehicle Collision,Major Damage,Fire,16,2,YES,1,0,NO,53820,11960,5980,35880,F150
10506,334,46,IL,1000,876.88,MALE,0,0,Single Vehicle Collision,Minor Damage,Police,2,1,NO,2,1,NO,57330,12740,6370,38220,Grand Cherokee
10507,12,24,IL,1000,1143.95,FEMALE,51400,0,Multi-vehicle Collision,Minor Damage,Police,13,3,NO,2,1,?,53370,5930,5930,41510,Ultima
10508,86,29,IL,2000,1409.06,MALE,74200,68100,Single Vehicle Collision,Minor Damage,Police,0,1,NO,2,2,YES,62920,9680,14520,38720,MDX
10509,83,24,IN,1000,1070.63,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Fire,0,3,?,0,1,NO,61600,6160,12320,43120,CRV
10510,126,30,IL,2000,916.13,MALE,55300,58400,Multi-vehicle Collision,Total Loss,Police,16,3,YES,2,0,NO,74160,6180,12360,55620,E400
10511,209,38,OH,500,1191.5,MALE,38600,52900,Single Vehicle Collision,Total Loss,Police,8,1,NO,2,0,?,80100,8900,8900,62300,A3
10512,283,48,OH,1000,1474.66,FEMALE,0,46200,Parked Car,Trivial Damage,Police,9,1,?,2,3,NO,6560,820,820,4920,Jetta
10513,194,34,IL,1000,1193.45,MALE,0,0,Single Vehicle Collision,Total Loss,Ambulance,11,1,?,2,1,YES,58800,11760,5880,41160,Pathfinder
10514,184,38,IL,1000,1437.53,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,6,3,?,0,2,NO,53730,11940,5970,35820,RAM
10515,479,60,IL,2000,1304.83,FEMALE,0,0,Single Vehicle Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600,5050,10100,45450,Civic
10516,284,48,OH,1000,1168.8,FEMALE,0,42400,Single Vehicle Collision,Total Loss,Other,11,1,?,0,3,YES,35750,6500,3250,26000,E400
10517,65,27,IN,1000,1164.97,FEMALE,43000,42500,Single Vehicle Collision,Total Loss,Ambulance,17,1,?,1,2,YES,42840,3570,7140,32130,Silverado
10518,222,39,IL,1000,1232.72,MALE,87800,51200,Multi-vehicle Collision,Major Damage,Fire,21,3,?,1,0,NO,87960,14660,14660,58640,Wrangler
10519,196,41,IL,2000,1800.76,MALE,0,78600,Multi-vehicle Collision,Minor Damage,Ambulance,0,3,NO,1,0,NO,47800,4780,4780,38240,Grand Cherokee
10520,253,43,IL,500,1187.01,FEMALE,46300,33000,Vehicle Theft,Trivial Damage,Police,9,1,NO,0,1,?,3840,640,640,2560,Tahoe
10521,280,43,IN,1000,1559.34,MALE,0,51600,Single Vehicle Collision,Total Loss,Fire,1,1,NO,0,2,?,77000,14000,7000,56000,RSX
10522,5,26,IL,2000,1137.02,FEMALE,31500,0,Single Vehicle Collision,Total Loss,Ambulance,22,1,YES,1,3,?,88110,16020,16020,56070,A5
10523,220,42,IN,1000,1281.72,MALE,33500,49500,Multi-vehicle Collision,Minor Damage,Fire,20,4,NO,0,2,YES,47740,4340,4340,39060,Civic
10524,85,30,OH,1000,796.35,FEMALE,72400,77000,Multi-vehicle Collision,Total Loss,Fire,9,3,YES,2,1,YES,58960,5360,10720,42880,F150
10525,266,46,OH,500,1270.02,FEMALE,0,45800,Parked Car,Minor Damage,Police,5,1,NO,1,2,?,2160,480,240,1440,Corolla
10526,41,26,IL,1000,1383.13,FEMALE,46700,0,Vehicle Theft,Trivial Damage,Police,12,1,YES,1,1,?,6890,530,1060,5300,Grand Cherokee
10527,316,45,IL,2000,1290.74,FEMALE,58300,0,Multi-vehicle Collision,Major Damage,Ambulance,6,3,NO,2,0,YES,78870,7170,14340,57360,Legacy
10528,285,47,IN,1000,1216.68,FEMALE,55100,0,Vehicle Theft,Trivial Damage,Police,8,1,NO,1,1,NO,2700,300,300,2100,F150
10529,379,54,IL,500,1251.16,FEMALE,41400,0,Single Vehicle Collision,Total Loss,Ambulance,14,1,?,0,1,NO,75960,6330,6330,63300,Grand Cherokee
